bar,equity
432,100000
433,100000
434,100000
435,100000
436,100000
437,100000
438,100000
439,100000
440,100000
441,100000
442,100000
443,100000
444,100000
445,100000
446,100000
447,100000
448,100000
449,100000
450,100000
451,100000
452,100000
453,100000
454,100000
455,100000
456,100000
457,100000
458,100000
459,100000
460,100000
461,100000
462,100000
463,100000
464,100000
465,100000
466,100000
467,100000
468,100000
469,100000
470,100000
471,100000
472,100000
473,100000
474,100000
475,100000
476,100000
477,100000
478,100000
479,100000
480,100000
481,100000
482,100000
483,100000
484,100000
485,100000
486,100000
487,100000
488,100000
489,100000
490,100000
491,100000
492,100000
493,100000
494,100000
495,100000
496,100000
497,100000
498,100000
499,100000
500,100000
501,100000
502,100000
503,100000
504,100000
505,100000
506,100000
507,100000
508,100000
509,100000
510,100000
511,100000
512,100000
513,100000
514,100000
515,100000
516,100000
517,100000
518,100000
519,100000
520,100000
521,100000
522,100000
523,100000
524,100000
525,100000
526,100000
527,100000
528,100000
529,100000
530,100000
531,100000
532,100000
533,100000
534,100000
535,100000
536,100000
537,100000
538,100000
539,100000
540,100000
541,100000
542,100000
543,100000
544,100000
545,100000
546,100000
547,100000
548,100000
549,100000
550,100000
551,100000
552,100000
553,100000
554,100000
555,100000
556,100000
557,100000
558,100000
559,100000
560,100000
561,100000
562,100000
563,100000
564,100000
565,100000
566,100000
567,100000
568,100000
569,100000
570,100000
571,100000
572,100000
573,100000
574,100000
575,100000
576,100000
577,100000
578,100000
579,100000
580,100000
581,100000
582,100000
583,100000
584,100000
585,100000
586,100000
587,100000
588,100000
589,100000
590,100000
591,100000
592,100000
593,100000
594,100000
595,100000
596,100000
597,100000
598,100000
599,100000
600,100000
601,100000
602,100000
603,100000
604,100000
605,100000
606,100000
607,100000
608,100000
609,100000
610,100000
611,100000
612,100000
613,100000
614,100000
615,100000
616,100000
617,100000
618,100000
619,100000
620,100000
621,100000
622,100000
623,100000
624,100000
625,100000
626,100000
627,100000
628,100000
629,100000
630,100000
631,100000
632,100000
633,100000
634,100000
635,100000
636,100000
637,100000
638,100000
639,100000
640,100000
641,100000
642,100000
643,100000
644,100000
645,100000
646,100000
647,100000
648,100000
649,100000
650,100000
651,100000
652,100000
653,100000
654,100000
655,100000
656,100000
657,100000
658,100000
659,100000
660,100000
661,100000
662,100000
663,100000
664,100000
665,100000
666,100000
667,100000
668,100000
669,100000
670,100000
671,100000
672,100000
673,100000
674,100000
675,100000
676,100000
677,100000
678,100000
679,100000
680,100000
681,100000
682,100000
683,100000
684,100000
685,100000
686,100000
687,100000
688,100000
689,100000
690,100000
691,100000
692,100000
693,100000
694,100000
695,100000
696,100000
697,100000
698,100000
699,100000
700,100000
701,100000
702,100000
703,100000
704,100000
705,100000
706,100000
707,100000
708,100000
709,100000
710,100000
711,100000
712,100000
713,100000
714,100000
715,100000
716,100000
717,100000
718,100000
719,100000
720,100000
721,100000
722,100000
723,100000
724,100000
725,100000
726,100000
727,100000
728,100000
729,100000
730,100000
731,100000
732,100000
733,100000
734,100000
735,100000
736,100000
737,100000
738,100000
739,100000
740,100000
741,100000
742,100000
743,100000
744,100000
745,100000
746,100000
747,100000
748,100000
749,100000
750,100000
751,100000
752,100000
753,100000
754,100000
755,100000
756,100000
757,100000
758,100000
759,100000
760,100000
761,100000
762,100000
763,100000
764,100000
765,100000
766,100000
767,100000
768,100000
769,100000
770,100000
771,100000
772,100000
773,100000
774,100000
775,100000
776,100000
777,100000
778,100000
779,100000
780,100000
781,100000
782,100000
783,100000
784,100000
785,100000
786,100000
787,100000
788,100000
789,100000
790,100000
791,100000
792,100000
793,100000
794,100000
795,100000
796,100000
797,100000
798,100000
799,100000
800,100000
801,100000
802,100000
803,100000
804,100000
805,100000
806,100000
807,100000
808,100000
809,100000
810,100000
811,100000
812,100000
813,100000
814,100000
815,100000
816,100000
817,100000
818,100000
819,100000
820,100000
821,100000
822,100000
823,100000
824,100000
825,100000
826,100000
827,100000
828,100000
829,100000
830,100000
831,100000
832,100000
833,100000
834,100000
835,100000
836,100000
837,100000
838,100000
839,100000
840,100000
841,100000
842,100000
843,100000
844,100000
845,100000
846,100000
847,100000
848,100000
849,100000
850,100000
851,100000
852,100000
853,100000
854,100000
855,100000
856,100000
857,100000
858,100000
859,100000
860,100000
861,100000
862,100000
863,100000
864,100000
865,100000
866,100000
867,100000
868,100000
869,100000
870,100000
871,100000
872,100000
873,100000
874,100000
875,100000
876,100000
877,100000
878,100000
879,100000
880,100000
881,100000
882,100000
883,100000
884,100000
885,100000
886,100000
887,100000
888,100000
889,100000
890,100000
891,100000
892,100000
893,100000
894,100000
895,100000
896,100000
897,100000
898,100000
899,100000
900,100000
901,100000
902,100000
903,100000
904,100000
905,100000
906,100000
907,100000
908,100000
909,100000
910,100000
911,100000
912,100000
913,100000
914,100000
915,100000
916,100000
917,100000
918,100000
919,100000
920,100000
921,100000
922,100000
923,100000
924,100000
925,100000
926,100000
927,100000
928,100000
929,100000
930,100000
931,100000
932,100000
933,100000
934,100000
935,100000
936,100000
937,100000
938,100000
939,100000
940,100000
941,100000
942,100000
943,100000
944,100000
945,100000
946,100000
947,100000
948,100000
949,100000
950,100000
951,100000
952,100000
953,100000
954,100000
955,100000
956,100000
957,100000
958,100000
959,100000
960,100000
961,100000
962,100000
963,100000
964,100000
965,100000
966,100000
967,100000
968,100000
969,100000
970,100000
971,100000
972,100000
973,100000
974,100000
975,100000
976,100000
977,100000
978,100000
979,100000
980,100000
981,100000
982,100000
983,100000
984,100000
985,100000
986,100000
987,100000
988,100000
989,100000
990,100000
991,100000
992,100000
993,100000
994,100000
995,100000
996,100000
997,100000
998,100000
999,100000
1000,100000
1001,100000
1002,100000
1003,100000
1004,100000
1005,100000
1006,100000
1007,100000
1008,100000
1009,100000
1010,100000
1011,100000
1012,100000
1013,100000
1014,100000
1015,100000
1016,100000
1017,100000
1018,100000
1019,100000
1020,100000
1021,100000
1022,100000
1023,100000
1024,100000
1025,100000
1026,100000
1027,100000
1028,100000
1029,100000
1030,100000
1031,100000
1032,100000
1033,100000
1034,100000
1035,100000
1036,100000
1037,100000
1038,100000
1039,100000
1040,100000
1041,100000
1042,100000
1043,100000
1044,100000
1045,100000
1046,100000
1047,100000
1048,100000
1049,100000
1050,100000
1051,100000
1052,100000
1053,100000
1054,100000
1055,100000
1056,100000
1057,100000
1058,100000
1059,100000
1060,100000
1061,100000
1062,100000
1063,100000
1064,100000
1065,100000
1066,100000
1067,100000
1068,100000
1069,100000
1070,100000
1071,100000
1072,100000
1073,100000
1074,100000
1075,100000
1076,100000
1077,100000
1078,100000
1079,100000
1080,100000
1081,100000
1082,100000
1083,100000
1084,100000
1085,100000
1086,100000
1087,100000
1088,100000
1089,100000
1090,100000
1091,100000
1092,100000
1093,100000
1094,100000
1095,100000
1096,100000
1097,100000
1098,100000
1099,100000
1100,100000
1101,100000
1102,100000
1103,100000
1104,100000
1105,100000
1106,100000
1107,100000
1108,100000
1109,100000
1110,100000
1111,100000
1112,100000
1113,100000
1114,100000
1115,100000
1116,100000
1117,100000
1118,100000
1119,100000
1120,100000
1121,100000
1122,100000
1123,100000
1124,100000
1125,100000
1126,100000
1127,100000
1128,100000
1129,100000
1130,100000
1131,100000
1132,100000
1133,100000
1134,100000
1135,100000
1136,100000
1137,100000
1138,100000
1139,100000
1140,100000
1141,100000
1142,100000
1143,100000
1144,100000
1145,100000
1146,100000
1147,100000
1148,100000
1149,100000
1150,100000
1151,100000
1152,100000
1153,100000
1154,100000
1155,100000
1156,100000
1157,100000
1158,100000
1159,100000
1160,100000
1161,100000
1162,100000
1163,100000
1164,100000
1165,100000
1166,100000
1167,100000
1168,100000
1169,100000
1170,100000
1171,100000
1172,100000
1173,100000
1174,100000
1175,100000
1176,100000
1177,100000
1178,100000
1179,100000
1180,100000
1181,100000
1182,100000
1183,100000
1184,100000
1185,100000
1186,100000
1187,100000
1188,100000
1189,100000
1190,100000
1191,100000
1192,100000
1193,100000
1194,100000
1195,100000
1196,100000
1197,100000
1198,100000
1199,100000
1200,100000
1201,100000
1202,100000
1203,100000
1204,100000
1205,100000
1206,100000
1207,100000
1208,100000
1209,100000
1210,100000
1211,100000
1212,100000
1213,100000
1214,100000
1215,100000
1216,100000
1217,100000
1218,100000
1219,100000
1220,100000
1221,100000
1222,100000
1223,100000
1224,100000
1225,100000
1226,100000
1227,100000
1228,100000
1229,100000
1230,100000
1231,100000
1232,100000
1233,100000
1234,100000
1235,100000
1236,100000
1237,100000
1238,100000
1239,100000
1240,100000
1241,100000
1242,100000
1243,100000
1244,100000
1245,100000
1246,100000
1247,100000
1248,100000
1249,100000
1250,100000
1251,100000
1252,100000
1253,100000
1254,100000
1255,100000
1256,100000
1257,100000
1258,100000
1259,100000
1260,100000
1261,100000
1262,100000
1263,100000
1264,100000
1265,100000
1266,100000
1267,100000
1268,100000
1269,100000
1270,100000
1271,100000
1272,100000
1273,100000
1274,100000
1275,100000
1276,100000
1277,100000
1278,100000
1279,100000
1280,100000
1281,100000
1282,100000
1283,100000
1284,100000
1285,100000
1286,100000
1287,100000
1288,100000
1289,100000
1290,100000
1291,100000
1292,100000
1293,100000
1294,100000
1295,100000
1296,100000
1297,100000
1298,100000
1299,100000
1300,100000
1301,100000
1302,100000
1303,100000
1304,100000
1305,100000
1306,100000
1307,100000
1308,100000
1309,100000
1310,100000
1311,100000
1312,100000
1313,100000
1314,100000
1315,100000
1316,100000
1317,100000
1318,100000
1319,100000
1320,100000
1321,100000
1322,100000
1323,100000
1324,100000
1325,100000
1326,100000
1327,100000
1328,100000
1329,100000
1330,100000
1331,100000
1332,100000
1333,100000
1334,100000
1335,100000
1336,100000
1337,100000
1338,100000
1339,100000
1340,100000
1341,100000
1342,100000
1343,100000
1344,100000
1345,100000
1346,100000
1347,100000
1348,100000
1349,100000
1350,100000
1351,100000
1352,100000
1353,100000
1354,100000
1355,100000
1356,100000
1357,100000
1358,100000
1359,100000
1360,100000
1361,100000
1362,100000
1363,100000
1364,100000
1365,100000
1366,100000
1367,100000
1368,100000
1369,100000
1370,100000
1371,100000
1372,100000
1373,100000
1374,100000
1375,100000
1376,100000
1377,100000
1378,100000
1379,100000
1380,100000
1381,100000
1382,100000
1383,100000
1384,100000
1385,100000
1386,100000
1387,100000
1388,100000
1389,100000
1390,100000
1391,100000
1392,100000
1393,100000
1394,100000
1395,100000
1396,100000
1397,100000
1398,100000
1399,100000
1400,100000
1401,100000
1402,100000
1403,100000
1404,100000
1405,100000
1406,100000
1407,100000
1408,100000
1409,100000
1410,100000
1411,100000
1412,100000
1413,100000
1414,100000
1415,100000
1416,100000
1417,100000
1418,100000
1419,100000
1420,100000
1421,100000
1422,100000
1423,100000
1424,100000
1425,100000
1426,100000
1427,100000
1428,100000
1429,100000
1430,100000
1431,100000
1432,100000
1433,100000
1434,100000
1435,100000
1436,100000
1437,100000
1438,100000
1439,100000
1440,100000
1441,100000
1442,100000
1443,100000
1444,100000
1445,100000
1446,100000
1447,98043.99999999987
1448,98043.99999999987
1449,98043.99999999987
1450,98043.99999999987
1451,98043.99999999987
1452,98043.99999999987
1453,98043.99999999987
1454,98043.99999999987
1455,98043.99999999987
1456,98043.99999999987
1457,98043.99999999987
1458,98043.99999999987
1459,98043.99999999987
1460,98043.99999999987
1461,98043.99999999987
1462,98043.99999999987
1463,98043.99999999987
1464,98043.99999999987
1465,98043.99999999987
1466,98043.99999999987
1467,98043.99999999987
1468,98043.99999999987
1469,98043.99999999987
1470,98043.99999999987
1471,98043.99999999987
1472,98043.99999999987
1473,98043.99999999987
1474,98043.99999999987
1475,98043.99999999987
1476,98043.99999999987
1477,98043.99999999987
1478,98043.99999999987
1479,98043.99999999987
1480,98043.99999999987
1481,98043.99999999987
1482,98043.99999999987
1483,98043.99999999987
1484,98043.99999999987
1485,98043.99999999987
1486,98043.99999999987
1487,98043.99999999987
1488,98043.99999999987
1489,98043.99999999987
1490,98043.99999999987
1491,98043.99999999987
1492,98043.99999999987
1493,98043.99999999987
1494,98043.99999999987
1495,98043.99999999987
1496,98043.99999999987
1497,98043.99999999987
1498,98043.99999999987
1499,98043.99999999987
1500,98043.99999999987
1501,98043.99999999987
1502,98043.99999999987
1503,98043.99999999987
1504,98043.99999999987
1505,98043.99999999987
1506,98043.99999999987
1507,98043.99999999987
1508,98043.99999999987
1509,98043.99999999987
1510,98043.99999999987
1511,98043.99999999987
1512,98043.99999999987
1513,98043.99999999987
1514,98043.99999999987
1515,98043.99999999987
1516,98043.99999999987
1517,98043.99999999987
1518,98043.99999999987
1519,98043.99999999987
1520,98043.99999999987
1521,98043.99999999987
1522,98043.99999999987
1523,98043.99999999987
1524,98043.99999999987
1525,98043.99999999987
1526,98043.99999999987
1527,98043.99999999987
1528,98043.99999999987
1529,98043.99999999987
1530,98043.99999999987
1531,98043.99999999987
1532,98043.99999999987
1533,98043.99999999987
1534,98043.99999999987
1535,98043.99999999987
1536,98043.99999999987
1537,98043.99999999987
1538,98043.99999999987
1539,98043.99999999987
1540,98043.99999999987
1541,98043.99999999987
1542,98043.99999999987
1543,98043.99999999987
1544,98043.99999999987
1545,98043.99999999987
1546,98043.99999999987
1547,98043.99999999987
1548,98043.99999999987
1549,98043.99999999987
1550,98043.99999999987
1551,98043.99999999987
1552,98043.99999999987
1553,98043.99999999987
1554,98043.99999999987
1555,98043.99999999987
1556,98043.99999999987
1557,98043.99999999987
1558,98043.99999999987
1559,98043.99999999987
1560,98043.99999999987
1561,98043.99999999987
1562,98043.99999999987
1563,98043.99999999987
1564,98043.99999999987
1565,98043.99999999987
1566,98043.99999999987
1567,98043.99999999987
1568,98043.99999999987
1569,98043.99999999987
1570,98043.99999999987
1571,98043.99999999987
1572,98043.99999999987
1573,98043.99999999987
1574,98043.99999999987
1575,98043.99999999987
1576,98043.99999999987
1577,98043.99999999987
1578,98043.99999999987
1579,98043.99999999987
1580,98043.99999999987
1581,98043.99999999987
1582,98043.99999999987
1583,98043.99999999987
1584,98043.99999999987
1585,98043.99999999987
1586,98043.99999999987
1587,98043.99999999987
1588,98043.99999999987
1589,98043.99999999987
1590,98043.99999999987
1591,98043.99999999987
1592,98043.99999999987
1593,98043.99999999987
1594,98043.99999999987
1595,98043.99999999987
1596,98043.99999999987
1597,98043.99999999987
1598,98043.99999999987
1599,98043.99999999987
1600,98043.99999999987
1601,98043.99999999987
1602,98043.99999999987
1603,98043.99999999987
1604,98043.99999999987
1605,98043.99999999987
1606,98043.99999999987
1607,98043.99999999987
1608,98043.99999999987
1609,98043.99999999987
1610,98043.99999999987
1611,98043.99999999987
1612,98043.99999999987
1613,98043.99999999987
1614,98043.99999999987
1615,98043.99999999987
1616,98043.99999999987
1617,98043.99999999987
1618,98043.99999999987
1619,98043.99999999987
1620,98043.99999999987
1621,98043.99999999987
1622,98043.99999999987
1623,98043.99999999987
1624,98043.99999999987
1625,98043.99999999987
1626,98043.99999999987
1627,98043.99999999987
1628,98043.99999999987
1629,98043.99999999987
1630,98043.99999999987
1631,98043.99999999987
1632,98043.99999999987
1633,98043.99999999987
1634,98043.99999999987
1635,98043.99999999987
1636,98043.99999999987
1637,98043.99999999987
1638,98043.99999999987
1639,98043.99999999987
1640,98043.99999999987
1641,98043.99999999987
1642,98043.99999999987
1643,98043.99999999987
1644,98043.99999999987
1645,98043.99999999987
1646,98043.99999999987
1647,98043.99999999987
1648,98043.99999999987
1649,98043.99999999987
1650,98043.99999999987
1651,98043.99999999987
1652,98043.99999999987
1653,98043.99999999987
1654,98043.99999999987
1655,98043.99999999987
1656,98043.99999999987
1657,98043.99999999987
1658,98043.99999999987
1659,98043.99999999987
1660,98043.99999999987
1661,98043.99999999987
1662,98043.99999999987
1663,98043.99999999987
1664,98043.99999999987
1665,98043.99999999987
1666,98043.99999999987
1667,98043.99999999987
1668,98043.99999999987
1669,98043.99999999987
1670,98043.99999999987
1671,98043.99999999987
1672,98043.99999999987
1673,98043.99999999987
1674,98043.99999999987
1675,98043.99999999987
1676,98043.99999999987
1677,98043.99999999987
1678,98043.99999999987
1679,98043.99999999987
1680,98043.99999999987
1681,98043.99999999987
1682,98043.99999999987
1683,98043.99999999987
1684,98043.99999999987
1685,98043.99999999987
1686,98043.99999999987
1687,98043.99999999987
1688,98043.99999999987
1689,98043.99999999987
1690,98043.99999999987
1691,98043.99999999987
1692,98043.99999999987
1693,98043.99999999987
1694,98043.99999999987
1695,98043.99999999987
1696,98043.99999999987
1697,98043.99999999987
1698,98043.99999999987
1699,98043.99999999987
1700,98043.99999999987
1701,98043.99999999987
1702,98043.99999999987
1703,98043.99999999987
1704,98043.99999999987
1705,98043.99999999987
1706,98043.99999999987
1707,98043.99999999987
1708,98043.99999999987
1709,98043.99999999987
1710,98043.99999999987
1711,98043.99999999987
1712,98043.99999999987
1713,98043.99999999987
1714,98043.99999999987
1715,98043.99999999987
1716,98043.99999999987
1717,98043.99999999987
1718,98043.99999999987
1719,98043.99999999987
1720,98043.99999999987
1721,98043.99999999987
1722,98043.99999999987
1723,98043.99999999987
1724,98043.99999999987
1725,98043.99999999987
1726,98043.99999999987
1727,98043.99999999987
1728,98043.99999999987
1729,98043.99999999987
1730,98043.99999999987
1731,98043.99999999987
1732,98043.99999999987
1733,98043.99999999987
1734,98043.99999999987
1735,98043.99999999987
1736,98043.99999999987
1737,98043.99999999987
1738,98043.99999999987
1739,98043.99999999987
1740,98043.99999999987
1741,98043.99999999987
1742,98043.99999999987
1743,98043.99999999987
1744,98043.99999999987
1745,98043.99999999987
1746,98043.99999999987
1747,98043.99999999987
1748,98043.99999999987
1749,98043.99999999987
1750,98043.99999999987
1751,98043.99999999987
1752,98043.99999999987
1753,98043.99999999987
1754,98043.99999999987
1755,98043.99999999987
1756,98043.99999999987
1757,98043.99999999987
1758,98043.99999999987
1759,98043.99999999987
1760,98043.99999999987
1761,98043.99999999987
1762,98043.99999999987
1763,98043.99999999987
1764,98043.99999999987
1765,98043.99999999987
1766,98043.99999999987
1767,98043.99999999987
1768,98043.99999999987
1769,98043.99999999987
1770,98043.99999999987
1771,98043.99999999987
1772,98043.99999999987
1773,98043.99999999987
1774,98043.99999999987
1775,98043.99999999987
1776,98043.99999999987
1777,98043.99999999987
1778,98043.99999999987
1779,98043.99999999987
1780,98043.99999999987
1781,98043.99999999987
1782,98043.99999999987
1783,98043.99999999987
1784,98043.99999999987
1785,98043.99999999987
1786,98043.99999999987
1787,98043.99999999987
1788,98043.99999999987
1789,98043.99999999987
1790,98043.99999999987
1791,98043.99999999987
1792,98043.99999999987
1793,98043.99999999987
1794,98043.99999999987
1795,98043.99999999987
1796,98043.99999999987
1797,98043.99999999987
1798,98043.99999999987
1799,98043.99999999987
1800,98043.99999999987
1801,98043.99999999987
1802,98043.99999999987
1803,98043.99999999987
1804,98043.99999999987
1805,98043.99999999987
1806,98043.99999999987
1807,98043.99999999987
1808,98043.99999999987
1809,98043.99999999987
1810,98043.99999999987
1811,98043.99999999987
1812,98043.99999999987
1813,98043.99999999987
1814,98043.99999999987
1815,98043.99999999987
1816,98043.99999999987
1817,98043.99999999987
1818,98043.99999999987
1819,98043.99999999987
1820,98043.99999999987
1821,98043.99999999987
1822,98043.99999999987
1823,98043.99999999987
1824,98043.99999999987
1825,98043.99999999987
1826,98043.99999999987
1827,98043.99999999987
1828,98043.99999999987
1829,98043.99999999987
1830,98043.99999999987
1831,98043.99999999987
1832,98043.99999999987
1833,98043.99999999987
1834,98043.99999999987
1835,98043.99999999987
1836,98043.99999999987
1837,98043.99999999987
1838,98043.99999999987
1839,98043.99999999987
1840,98043.99999999987
1841,98043.99999999987
1842,98043.99999999987
1843,98043.99999999987
1844,98043.99999999987
1845,98043.99999999987
1846,98043.99999999987
1847,98043.99999999987
1848,98043.99999999987
1849,98043.99999999987
1850,98043.99999999987
1851,98043.99999999987
1852,98043.99999999987
1853,98043.99999999987
1854,98043.99999999987
1855,98043.99999999987
1856,98043.99999999987
1857,98043.99999999987
1858,98043.99999999987
1859,98043.99999999987
1860,98043.99999999987
1861,98043.99999999987
1862,98043.99999999987
1863,98043.99999999987
1864,98043.99999999987
1865,98043.99999999987
1866,98043.99999999987
1867,98043.99999999987
1868,98043.99999999987
1869,98043.99999999987
1870,98043.99999999987
1871,98043.99999999987
1872,98043.99999999987
1873,98043.99999999987
1874,98043.99999999987
1875,98043.99999999987
1876,98043.99999999987
1877,98043.99999999987
1878,98043.99999999987
1879,98043.99999999987
1880,98043.99999999987
1881,98043.99999999987
1882,98043.99999999987
1883,98043.99999999987
1884,98043.99999999987
1885,98043.99999999987
1886,98043.99999999987
1887,98043.99999999987
1888,98043.99999999987
1889,98043.99999999987
1890,98043.99999999987
1891,98043.99999999987
1892,98043.99999999987
1893,98043.99999999987
1894,98043.99999999987
1895,98043.99999999987
1896,98043.99999999987
1897,98043.99999999987
1898,98043.99999999987
1899,98043.99999999987
1900,98043.99999999987
1901,98043.99999999987
1902,98043.99999999987
1903,98043.99999999987
1904,98043.99999999987
1905,98043.99999999987
1906,98043.99999999987
1907,98043.99999999987
1908,98043.99999999987
1909,98043.99999999987
1910,98043.99999999987
1911,98043.99999999987
1912,98043.99999999987
1913,98043.99999999987
1914,98043.99999999987
1915,98043.99999999987
1916,98043.99999999987
1917,98043.99999999987
1918,98043.99999999987
1919,98043.99999999987
1920,98043.99999999987
1921,98043.99999999987
1922,98043.99999999987
1923,98043.99999999987
1924,98043.99999999987
1925,98043.99999999987
1926,98043.99999999987
1927,98043.99999999987
1928,98043.99999999987
1929,98043.99999999987
1930,98043.99999999987
1931,98043.99999999987
1932,98043.99999999987
1933,98043.99999999987
1934,98043.99999999987
1935,98043.99999999987
1936,98043.99999999987
1937,98043.99999999987
1938,98043.99999999987
1939,98043.99999999987
1940,98043.99999999987
1941,98043.99999999987
1942,98043.99999999987
1943,98043.99999999987
1944,98043.99999999987
1945,98043.99999999987
1946,98043.99999999987
1947,98043.99999999987
1948,98043.99999999987
1949,98043.99999999987
1950,98043.99999999987
1951,98043.99999999987
1952,98043.99999999987
1953,98043.99999999987
1954,98043.99999999987
1955,98043.99999999987
1956,98043.99999999987
1957,98043.99999999987
1958,98043.99999999987
1959,98043.99999999987
1960,98043.99999999987
1961,98043.99999999987
1962,98043.99999999987
1963,98043.99999999987
1964,98043.99999999987
1965,98043.99999999987
1966,98043.99999999987
1967,98043.99999999987
1968,98043.99999999987
1969,98043.99999999987
1970,98043.99999999987
1971,98043.99999999987
1972,98043.99999999987
1973,98043.99999999987
1974,98043.99999999987
1975,98043.99999999987
1976,98043.99999999987
1977,98043.99999999987
1978,98043.99999999987
1979,98043.99999999987
1980,98043.99999999987
1981,98043.99999999987
1982,98043.99999999987
1983,98043.99999999987
1984,98043.99999999987
1985,98043.99999999987
1986,98043.99999999987
1987,98043.99999999987
1988,98043.99999999987
1989,98043.99999999987
1990,98043.99999999987
1991,98043.99999999987
1992,98043.99999999987
1993,98043.99999999987
1994,98043.99999999987
1995,98043.99999999987
1996,98043.99999999987
1997,98043.99999999987
1998,98043.99999999987
1999,98043.99999999987
2000,98043.99999999987
2001,98043.99999999987
2002,98043.99999999987
2003,98043.99999999987
2004,98043.99999999987
2005,98043.99999999987
2006,98043.99999999987
2007,98043.99999999987
2008,98043.99999999987
2009,98043.99999999987
2010,98043.99999999987
2011,98043.99999999987
2012,98043.99999999987
2013,98043.99999999987
2014,98043.99999999987
2015,98043.99999999987
2016,98043.99999999987
2017,98043.99999999987
2018,98043.99999999987
2019,98043.99999999987
